maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_explored,nodes_available,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze1,DFS,7,7,13,13,17,9.608268737792969e-05,True,1817,2139,0.0017328262329101562,0.0020399093627929688
