maze_title,maze_algorithm,maze_height,maze_width,path_length,iterations,nodes_explored,nodes_available,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze11,MDP_VALUE,11,11,20,19,931,0,931,0.20224905014038086,True,6494,7088,0.0061931610107421875,0.0067596435546875
