maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_available,iterations,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze45,MDP_VALUE,45,45,0,1043,79,82555,475.81068301200867,False,104324,126765,0.09949111938476562,0.12089252471923828
