maze_title,maze_algorithm,maze_height,maze_width,path_length,iterations,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze17,MDP_VALUE,17,17,73,51,6477,3.8603498935699463,True,27077,30575,0.02582263946533203,0.029158592224121094
