maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_explored,nodes_available,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze83,DFS,83,83,1177,3295,3647,0.0334019660949707,True,91257,1365371,0.08702945709228516,1.302119255065918
