maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_available,iterations,policy_changes,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze25,MDP_POLICY,25,25,73,305,10,115,153500,62.569889068603516,True,36902,45825,0.03519248962402344,0.043702125549316406
