maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_explored,nodes_available,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze67,BFS,67,67,147,2327,2359,0.031777143478393555,True,15169,78667,0.014466285705566406,0.07502269744873047
