maze_title,maze_algorithm,maze_height,maze_width,path_length,iterations,policy_changes,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze17,MDP_POLICY,17,17,0,100,635,254000,44.15747404098511,False,21056,29072,0.02008056640625,0.0277252197265625
