maze_title,maze_algorithm,maze_height,maze_width,path_length,iterations,policy_changes,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze23,MDP_POLICY,23,23,55,42,838,538704,188.9258370399475,True,47286,57207,0.04509544372558594,0.054556846618652344
