maze_title,maze_algorithm,maze_height,maze_width,path_length,iterations,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze67,MDP_VALUE,67,67,0,69,150213,1442.9773480892181,True,320990,376126,0.3061199188232422,0.3587017059326172
