maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_available,iterations,policy_changes,states_evaluated,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze31,MDP_POLICY,31,31,93,481,18,133,434700,302.3016052246094,True,61878,83569,0.05901145935058594,0.0796976089477539
