maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_explored,nodes_available,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze89,DFS,89,89,1397,2577,3871,0.027688980102539062,True,165417,205867,0.15775394439697266,0.19633007049560547
