maze_title,maze_algorithm,maze_height,maze_width,path_length,nodes_explored,nodes_available,execution_time,is_solution_found,current_memory,peak_memory,current_memory_mb,peak_memory_mb
maze45,DFS,45,45,321,567,967,0.005703926086425781,True,43769,63083,0.041741371154785156,0.06016063690185547
